order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source,extracted_at,delivery_time_days,late_delivery_days,late_flag,status_priority
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,1,Late,Released
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,1,Late,Released
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,1,0,On Time,Released
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,0,On Time,Released
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,3,2,Late,Released
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1970-01-01 00:00:01.714563448,MYSQL,2025-12-17 21:39:38.974270,2,0,On Time,Released
