order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source,extracted_at
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
49,608,4,2016-01-31,2016-02-01,2016-02-02,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
50,872,4,2016-01-31,2016-02-03,2016-02-02,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
51,1047,4,2016-02-01,2016-02-02,2016-02-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
52,767,4,2016-02-03,2016-02-04,2016-02-05,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
54,535,4,2016-02-04,2016-02-07,2016-02-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,1714563448,MYSQL,2025-12-17T21:39:38.974270
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,1714563448,MYSQL,2025-12-17T21:39:38.974270
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,1714563448,MYSQL,2025-12-17T21:39:38.974270
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,1714563448,MYSQL,2025-12-17T21:39:38.974270
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,1714563448,MYSQL,2025-12-17T21:39:38.974270
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,1714563448,MYSQL,2025-12-17T21:39:38.974270
