order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extracted_at
29,4,8,1,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
29,5,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
30,1,26,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
30,2,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
30,3,19,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
30,4,4,1,2900.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
30,5,7,2,4000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
31,1,11,2,1681.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
31,2,9,2,3000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
32,1,8,2,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
32,2,12,2,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
32,3,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
33,1,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
33,2,7,1,4000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
34,1,8,2,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
34,2,10,2,1549.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
34,3,17,2,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
35,1,18,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
35,2,20,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
35,3,5,1,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
35,4,21,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
35,5,22,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
36,1,9,1,3000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
36,2,5,1,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
36,3,3,2,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
37,1,16,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
38,1,7,2,4000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
38,2,23,1,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
38,3,25,1,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
38,4,10,2,1549.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
38,5,24,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
39,1,22,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
39,2,16,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
39,3,3,2,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
39,4,15,1,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
40,1,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
40,2,8,2,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
41,1,5,1,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
41,2,19,2,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
41,3,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
42,1,19,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
43,1,13,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
43,2,12,2,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
44,1,7,1,4000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
44,2,16,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
45,1,4,2,2900.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
45,2,22,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
45,3,21,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
46,1,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
47,1,6,1,470.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
47,2,15,1,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
47,3,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
47,4,13,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
48,1,11,1,1681.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
48,2,4,1,2900.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
48,3,5,2,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
48,4,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
49,1,13,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
50,1,3,1,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
50,2,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
50,3,13,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
51,1,13,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
51,2,20,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
51,3,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
52,1,25,1,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
53,1,8,2,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
53,2,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
53,3,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
53,4,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
54,1,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
54,2,3,1,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
55,1,21,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
55,2,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
55,3,15,2,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
56,1,20,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
57,1,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
57,2,19,2,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
57,3,13,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
58,1,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
58,2,18,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
58,3,23,1,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
59,1,21,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
59,2,2,1,750.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
59,3,17,2,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
60,1,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
60,2,4,1,2900.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
60,3,15,1,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
60,4,22,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
61,1,25,1,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
61,2,15,2,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
61,3,5,2,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
62,1,14,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
62,2,8,2,1800.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
62,3,22,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
63,1,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
63,2,19,2,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
63,3,3,1,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
64,1,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
64,2,22,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
64,3,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
64,4,24,2,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
65,1,12,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
66,1,2,1,750.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
66,2,23,1,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
66,3,12,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
67,1,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
67,2,12,2,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
67,3,21,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
67,4,5,2,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
67,5,19,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
68,1,13,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
68,2,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
69,1,22,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
69,2,5,1,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
69,3,10,1,1549.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
70,1,3,2,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
70,2,18,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
70,3,20,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
71,1,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
71,2,24,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
71,3,18,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
72,1,17,2,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
72,2,12,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
72,3,13,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
73,1,22,1,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
73,2,26,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
73,3,3,2,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
73,4,25,1,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
73,5,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
74,1,16,2,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
74,2,6,1,470.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
75,1,3,1,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
75,2,7,2,4000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
75,3,15,1,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
76,1,12,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
76,2,11,2,1681.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
76,3,5,1,1321.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
77,1,20,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
77,2,24,2,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
77,3,26,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
77,4,25,1,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
78,1,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
78,2,19,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
78,3,18,2,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
78,4,14,2,270.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
79,1,9,2,3000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
79,2,17,2,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
79,3,6,1,470.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
79,4,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
80,1,26,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
80,2,24,1,550.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
80,3,17,1,429.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
81,1,10,2,1549.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
81,2,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
81,3,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
82,1,25,2,500.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
82,2,11,2,1681.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
83,1,20,1,600.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
83,2,3,2,1000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
84,1,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
84,2,15,2,530.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
85,1,4,2,2900.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
85,2,18,1,449.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
86,1,9,2,3000.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
86,2,23,2,300.0,0.0,1970-01-01 00:00:01.714563465,MYSQL,2025-12-17 21:39:39.040112
